機構編號,機構名稱,行政區,類型,核准人數/班級,聯絡地址,聯絡電話,風險等級,綜合風險評分,首要稽核重點
ntpc-pre-0424,新北市石門區老梅國民小學附設幼兒園,石門區,公立學校附設幼兒園,102,新北市石門區老梅路1號,02-2455-3608,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0261,新北市立乾華國民小學,石門區,市立國小,500,新北市石門區茂林村23號,02-2879-4611,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0104,新北市立石門國民中學,石門區,市立國中,350,新北市石門區中央路2-2號,02-2508-8684,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0259,新北市立石門國民小學,石門區,市立國小,1000,新北市石門區中央路9號,02-2258-4161,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0260,新北市立老梅國民小學,石門區,市立國小,600,新北市石門區老梅路1號,02-2740-7228,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0057,新北市私立中華商業海事職業學校,萬里區,私立高職,600,新北市萬里區瑪鋉路15號,02-2492-2111,低風險,45,航海輪機實習安全檢定符合法規。；海事安全防護設備檢定合格。
ntpc-el-0255,新北市立大坪國民小學,萬里區,市立國小,550,新北市萬里區大坪路1號,02-2778-1183,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0107,新北市立萬里國民中學,萬里區,市立國中,500,新北市萬里區瑪鋉路18號,02-2790-3954,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0254,新北市立萬里國民小學,萬里區,市立國小,1200,新北市萬里區瑪鋉路18號,02-2285-4720,中風險,65,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0256,新北市立野柳國民小學,萬里區,市立國小,650,新北市萬里區港東路58號,02-2551-7071,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0419,新北市萬里區大坪國民小學附設幼兒園,萬里區,公立學校附設幼兒園,134,新北市萬里區大坪路1號,02-2722-3614,低風險,30,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0418,新北市萬里區萬里國民小學附設幼兒園,萬里區,公立學校附設幼兒園,177,新北市萬里區瑪鋉路18號,02-2961-5571,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0420,新北市萬里區野柳國民小學附設幼兒園,萬里區,公立學校附設幼兒園,127,新北市萬里區港東路58號,02-2238-4576,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0030,新北市私立徐匯高級中學,蘆洲區,私立高中,1850,新北市蘆洲區中山一路1號,02-2312-2069,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0029,新北市立三民高級中學,蘆洲區,市立高中,2100,新北市蘆洲區三民路96號,02-2312-3179,低風險,31,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0182,新北市立仁愛國民小學,蘆洲區,市立國小,2200,新北市蘆洲區民族路488號,02-2963-4865,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0181,新北市立忠義國民小學,蘆洲區,市立國小,2100,新北市蘆洲區光榮路99號,02-2929-3485,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0183,新北市立成功國民小學,蘆洲區,市立國小,2050,新北市蘆洲區長安街311號,02-2544-9757,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0078,新北市立蘆洲國民中學,蘆洲區,市立國中,1750,新北市蘆洲區中正路265號,02-2671-9435,中風險,50,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0179,新北市立蘆洲國民小學,蘆洲區,市立國小,2250,新北市蘆洲區中正路100號,02-2254-9548,中風險,65,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0447,新北市立蘆洲幼兒園,蘆洲區,市立幼兒園,170,新北市蘆洲區中正路265號,02-2977-4284,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0079,新北市立鷺江國民中學,蘆洲區,市立國中,1600,新北市蘆洲區長樂路212號,02-2929-6129,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0180,新北市立鷺江國民小學,蘆洲區,市立國小,2400,新北市蘆洲區民族路7號,02-2301-2920,高風險,86,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0346,新北市蘆洲區仁愛國民小學附設幼兒園,蘆洲區,公立學校附設幼兒園,188,新北市蘆洲區民族路488號,02-2527-1706,低風險,28,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0345,新北市蘆洲區忠義國民小學附設幼兒園,蘆洲區,公立學校附設幼兒園,137,新北市蘆洲區光榮路99號,02-2549-4849,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0347,新北市蘆洲區成功國民小學附設幼兒園,蘆洲區,公立學校附設幼兒園,126,新北市蘆洲區長安街311號,02-2332-2531,低風險,30,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0343,新北市蘆洲區蘆洲國民小學附設幼兒園,蘆洲區,公立學校附設幼兒園,97,新北市蘆洲區中正路100號,02-2410-7923,低風險,23,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0344,新北市蘆洲區鷺江國民小學附設幼兒園,蘆洲區,公立學校附設幼兒園,146,新北市蘆洲區民族路7號,02-2372-6972,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0273,新北市立澳底國民小學,貢寮區,市立國小,750,新北市貢寮區新港街1號,02-2252-5449,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0272,新北市立福隆國民小學,貢寮區,市立國小,650,新北市貢寮區東興街34號,02-2742-7595,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0124,新北市立豐珠中學,貢寮區,市立中學,150,新北市貢寮區雞母嶺街6-6號,02-2494-1596,低風險,21,中途學校輔導網絡與生活照護落實。；偏鄉校舍公安與學生膳食合格審核。
ntpc-jh-0110,新北市立豐珠國民中小學,貢寮區,市立國中,200,新北市貢寮區雞母嶺街66號,02-2615-7358,中風險,55,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0109,新北市立貢寮國民中學,貢寮區,市立國中,350,新北市貢寮區長泰路17號,02-2799-2468,低風險,27,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0271,新北市立貢寮國民小學,貢寮區,市立國小,800,新北市貢寮區長泰路19號,02-2861-2768,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0437,新北市貢寮區澳底國民小學附設幼兒園,貢寮區,公立學校附設幼兒園,115,新北市貢寮區新港街1號,02-2304-5438,低風險,26,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0436,新北市貢寮區福隆國民小學附設幼兒園,貢寮區,公立學校附設幼兒園,103,新北市貢寮區東興街34號,02-2323-1072,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0435,新北市貢寮區貢寮國民小學附設幼兒園,貢寮區,公立學校附設幼兒園,110,新北市貢寮區長泰路19號,02-2833-3103,高風險,75,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0253,新北市立中角國民小學,金山區,市立國小,600,新北市金山區海邊路22號,02-2842-7550,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0252,新北市立金山國民小學,金山區,市立國小,1250,新北市金山區金包里街15號,02-2319-8454,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0046,新北市立金山高級中學,金山區,市立高中,700,新北市金山區文化二路2號,02-2663-7969,中風險,63,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0106,新北市立金山高級中學國中部,金山區,市立國中,650,新北市金山區文化二路2號,02-2823-7498,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0417,新北市金山區中角國民小學附設幼兒園,金山區,公立學校附設幼兒園,107,新北市金山區海邊路22號,02-2271-3188,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0416,新北市金山區金山國民小學附設幼兒園,金山區,公立學校附設幼兒園,161,新北市金山區金包里街15號,02-2900-4815,高風險,73,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0270,新北市立上林國民小學,雙溪區,市立國小,550,新北市雙溪區內平林38號,02-2603-7831,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0269,新北市立雙溪國民小學,雙溪區,市立國小,1000,新北市雙溪區東榮街54號,02-2446-3984,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0047,新北市立雙溪高級中學,雙溪區,市立高中,650,新北市雙溪區梅竹蹊3號,02-2589-7714,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0108,新北市立雙溪高級中學國中部,雙溪區,市立國中,450,新北市雙溪區梅竹蹊3號,02-2866-2578,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0434,新北市雙溪區上林國民小學附設幼兒園,雙溪區,公立學校附設幼兒園,99,新北市雙溪區內平林38號,02-2653-7006,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0433,新北市雙溪區雙溪國民小學附設幼兒園,雙溪區,公立學校附設幼兒園,93,新北市雙溪區東榮街54號,02-2966-9955,低風險,18,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-el-0225,新北市立中湖國民小學,鶯歌區,市立國小,1200,新北市鶯歌區中湖街25號,02-2674-5659,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0221,新北市立二橋國民小學,鶯歌區,市立國小,1400,新北市鶯歌區中正三路207號,02-2303-9788,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0122,新北市立尖山國民中學,鶯歌區,市立國中,650,新北市鶯歌區國中街1號,02-8677-2281,低風險,28,陶藝特色工坊工安與防墜檢定合格。；食材留樣48小時驗收記錄備查。
ntpc-el-0222,新北市立建國國民小學,鶯歌區,市立國小,1800,新北市鶯歌區育英街2號,02-2543-1033,中風險,59,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0223,新北市立昌福國民小學,鶯歌區,市立國小,1650,新北市鶯歌區國慶街256號,02-2717-7313,低風險,20,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0093,新北市立鳳鳴國民中學,鶯歌區,市立國中,1200,新北市鶯歌區永和街12號,02-2395-9780,中風險,51,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0224,新北市立鳳鳴國民小學,鶯歌區,市立國小,1700,新北市鶯歌區永和街12號,02-2986-4638,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0092,新北市立鶯歌國民中學,鶯歌區,市立國中,1500,新北市鶯歌區尖山埔路108號,02-2589-8563,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0220,新北市立鶯歌國民小學,鶯歌區,市立國小,2050,新北市鶯歌區尖山埔路106號,02-2768-9780,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0040,新北市立鶯歌高級工商職業學校,鶯歌區,市立高職,1700,新北市鶯歌區中正三路154號,02-2336-6450,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0389,新北市鶯歌區中湖國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,198,新北市鶯歌區中湖街25號,02-2804-1512,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0385,新北市鶯歌區二橋國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,171,新北市鶯歌區中正三路207號,02-2592-7405,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0386,新北市鶯歌區建國國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,189,新北市鶯歌區育英街2號,02-2363-9247,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0387,新北市鶯歌區昌福國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,166,新北市鶯歌區國慶街256號,02-2492-3444,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0388,新北市鶯歌區鳳鳴國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,199,新北市鶯歌區永和街12號,02-2645-8611,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0384,新北市鶯歌區鶯歌國民小學附設幼兒園,鶯歌區,公立學校附設幼兒園,148,新北市鶯歌區尖山埔路106號,02-2393-5965,低風險,17,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
